"[-8.8381373599024542, -6.5113019152922895]","[-8.7831413193962398, -6.7926982829690097]"
"[-9.206843343489993, -6.2502071759428119]","[-8.8935516767201896, -7.1806618765587809]","[-8.8983183950597393, -7.3852316189416403]","[-8.6724187501025352, -8.2065606618670461]"
"[-9.7381850906564864, -6.1193699857501835]","[-9.1514625973391635, -7.8163001896171052]","[-9.0270406036483539, -8.2003727637809067]"
"[-10.127646474769978, -6.0655108789020762]","[-10.065545981981856, -6.2321505493177014]","[-9.8969746254035584, -6.3753080240869071]","[-9.8980469455524673, -6.4451174007276775]","[-9.6995843924804408, -7.1132389810435566]","[-9.3613098341049952, -8.1810019662707596]"
"[-10.424063659997142, -5.9971137336122613]","[-9.9709962524221449, -7.3879194141852951]","[-9.6709954480438647, -8.1750776991414753]"
"[-10.710703718153011, -6.0121923237764401]","[-10.395617837347549, -7.0354604001158929]","[-10.167798209541207, -7.7267599632995099]","[-10.021580333614414, -8.0943435915927786]"
"[-11.045793615721134, -5.9451160960190998]","[-10.684215109546525, -7.1005122007234656]","[-10.455936594987763, -7.7823951294349278]","[-10.361746076394313, -8.0123088054807283]"
"[-11.369682734956257, -5.8774713387448783]","[-10.926737489213249, -7.2333990296295942]","[-10.683232004434807, -7.9193721055472865]"
"[-11.70372002768157, -5.8047096578559296]","[-11.098890049282288, -7.5469834007805483]","[-10.970530010914379, -7.8441899800282187]"
"[-11.966449419126736, -5.7319998735406337]","[-11.637855325439956, -6.8045261708003446]","[-11.29187549655361, -7.7567295359699129]"
"[-12.295724624048299, -5.6679168974703975]","[-11.582118629543753, -7.6745795100363372]"
"[-12.576086681205943, -5.5994632657946779]","[-11.937760163496305, -7.4315703615381583]","[-11.882896671436939, -7.5861809683518402]"
"[-12.873754218053852, -5.5240692668100326]","[-12.147697876668046, -7.4941694200795288]"
"[-13.133208063406478, -5.4559846240228671]","[-12.392077541982207, -7.4173959630258999]"
"[-13.369084637297865, -5.4665762805296243]","[-12.655849050607706, -7.3318174387938537]"
"[-13.609893417218773, -5.3983975629349263]","[-12.904856917150223, -7.2373742503726142]"
